brand,breadcrumbs,colour,description,image_urls,price,primary_image_url,product_id,product_name,product_url,reviews,sizes,sku
THE UPSIDE,"Home,Shop All,Tops,Boo Knit Jumper",Stripe,100% Organic Cotton,"//carbon38.com/cdn/shop/files/THEU-USW125126-PRNTSTRPMULTI-Boo-Knit-Jumper-color-Stripe_4029-Edit.jpg?v=1735930456&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125126-PRNTSTRPMULTI-Boo-Knit-Jumper-color-Stripe_4025-Edit.jpg?v=1735930456&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125126-PRNTSTRPMULTI-Boo-Knit-Jumper-color-Stripe_4046-Edit.jpg?v=1735930445&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125126-PRNTSTRPMULTI-Boo-Knit-Jumper-color-Stripe_4052-Edit.jpg?v=1735930445&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125126-PRNTSTRPMULTI-Boo-Knit-Jumper-color-Stripe_4061-Edit.jpg?v=1735930445&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125126-PRNTSTRPMULTI-Boo-Knit-Jumper-color-Stripe_4071-Edit.jpg?v=1735930445&width=1000",$162.00 USD,//carbon38.com/cdn/shop/files/THEU-USW125126-PRNTSTRPMULTI-Boo-Knit-Jumper-color-Stripe_4029-Edit.jpg?v=1735930456&width=1000,7843632480445,Boo Knit Jumper,https://carbon38.com/products/boo-knit-jumper-stripe,0,"XXS,XS,S,M,L",THEU-USW125126-PRNTSTRPMULTI-XXS
CARBON38,"Home,Shop All,Tops,One Shoulder Tank in Ribbed Jersey",White,93% MICRO MODAL 7% SPADEX ,"//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5487-Edit.jpg?v=1738807419&width=1000,//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5475-Edit.jpg?v=1738807419&width=1000,//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5491-Edit.jpg?v=1738807416&width=1000,//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5498-Edit.jpg?v=1738807416&width=1000,//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5502-Edit.jpg?v=1738807416&width=1000,//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5507-Edit.jpg?v=1738807416&width=1000,//carbon38.com/cdn/shop/files/SWATCH_RIBBEDJERSEYTANK_WHITE_15060-Edit.jpg?v=1740694513&width=1000,//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5517-Edit.jpg?v=1740693957&width=1000",$68.00 USD,//carbon38.com/cdn/shop/files/CARB-YD370-WHT-25SS-One-Shoulder-Tank-in-Ribbed-Jersey-color-White_5487-Edit.jpg?v=1738807419&width=1000,7885403881661,One Shoulder Tank in Ribbed Jersey,https://carbon38.com/products/one-shoulder-tank-in-ribbed-jersey-white,0,"XS,S,M,L,XL",CARB-YD370-WHT-25SS-XS
CARBON38,"Home,Shop All,Tops,Short Sleeve Ruched Front Tee",White,50% Cotton 50% Modal,"//carbon38.com/cdn/shop/files/CARB-YD6151-WHT-25SS-Short-Sleeve-Ruched-Front-Tee-color-White_10733-Edit.jpg?v=1736981790&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-WHT-25SS-Short-Sleeve-Ruched-Front-Tee-color-White_10765-Edit.jpg?v=1736981791&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-WHT-25SS-Short-Sleeve-Ruched-Front-Tee-color-White_10743-Edit.jpg?v=1736981791&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-WHT-25SS-Short-Sleeve-Ruched-Front-Tee-color-White_10754-Edit.jpg?v=1736981791&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-WHT-25SS-Short-Sleeve-Ruched-Front-Tee-color-White_10760-Edit.jpg?v=1736981791&width=1000,//carbon38.com/cdn/shop/files/RUCHE-WHITE-TEE_19229-Edit.jpg?v=1742401996&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6151-WHT-25SS-Short-Sleeve-Ruched-Front-Tee-color-White_6498-Edit.jpg?v=1742401996&width=1000",$88.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6151-WHT-25SS-Short-Sleeve-Ruched-Front-Tee-color-White_10733-Edit.jpg?v=1736981790&width=1000,7888878764221,Short Sleeve Ruched Front Tee,https://carbon38.com/products/ss-ruched-front-tee-white,0,"XS,S,M,L,XL",CARB-YD6151-WHT-25SS-XS
,"Home,Shop All,Tops,Helene Shirt",White,The Helene shirt made of technical jersey with cotton and contrasting sections in a perforated design adds a performance twist for extra comfort. Typical label accents and modern overlock seams round off the piece.,"//carbon38.com/cdn/shop/files/BGFI-54988021-WHTWHI-Helene-color-White_23426-Edit.jpg?v=1742597610&width=1000,//carbon38.com/cdn/shop/files/BGFI-54988021-WHTWHI-Helene-color-White_23471-Edit_5c104aa5-ab76-495d-805e-7d812ced1008.jpg?v=1742597622&width=1000,//carbon38.com/cdn/shop/files/BGFI-54988021-WHTWHI-Helene-color-White_23439-Edit.jpg?v=1742597622&width=1000,//carbon38.com/cdn/shop/files/BGFI-54988021-WHTWHI-Helene-color-White_23447-Edit.jpg?v=1742597622&width=1000,//carbon38.com/cdn/shop/files/BGFI-54988021-WHTWHI-Helene-color-White_23454-Edit.jpg?v=1742597622&width=1000",$100.00 USD,//carbon38.com/cdn/shop/files/BGFI-54988021-WHTWHI-Helene-color-White_23426-Edit.jpg?v=1742597610&width=1000,7859040420029,Helene Shirt,https://carbon38.com/products/helene-white,0,"XS,S,M,L,XL",BGFI-54988021-WHTWHI-XS
CARBON38,"Home,Shop All,Tops,Cap Sleeve Ruched Top in Ribbed Jersey",White,93% Micro Modal 7% Spandex,"//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_0437-Edit.jpg?v=1737655579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_0427-Edit.jpg?v=1737655579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_0440-Edit.jpg?v=1737655575&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_0444-Edit.jpg?v=1737655575&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_0455-Edit.jpg?v=1737655575&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_0458-Edit.jpg?v=1737655575&width=1000,//carbon38.com/cdn/shop/files/SWATCH_RIBBEDJERSEYTANK_WHITE_15060-Edit.jpg?v=1740694513&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_11981-Edit.jpg?v=1740694513&width=1000",$68.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6113-WHT-24HOL-Cap-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-White_0437-Edit.jpg?v=1737655579&width=1000,7883869618365,Cap Sleeve Ruched Top in Ribbed Jersey,https://carbon38.com/products/cap-sleeve-ruched-top-in-ribbed-jersey-white,0,"XS,S,M,L,XL",CARB-YD6113-WHT-24HOL-XS
L'Etoile Sport,"Home,Shop All,Tops,Mesh Zip Performance Polo",White with Red Trim,,"//carbon38.com/cdn/shop/files/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1007-Edit.jpg?v=1742946225&width=1000,//carbon38.com/cdn/shop/files/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1001-Edit_3d5cd56d-3820-4082-a357-8688650e2ce8.jpg?v=1742946225&width=1000,//carbon38.com/cdn/shop/files/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1018-Edit.jpg?v=1742946225&width=1000,//carbon38.com/cdn/shop/files/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1029-Edit.jpg?v=1742946225&width=1000,//carbon38.com/cdn/shop/files/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1034-Edit.jpg?v=1742946225&width=1000,//carbon38.com/cdn/shop/files/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1052-Edit_f7572476-3e8c-4d90-890b-ccc607806a07.jpg?v=1742946225&width=1000,//carbon38.com/cdn/shop/products/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1.jpg?v=1742946225&width=1000",$165.00 USD,//carbon38.com/cdn/shop/files/LTSP-T070-WHTREDLT-Mesh-Zip-Performance-Polo-color-White-with-Red-Trim_1007-Edit.jpg?v=1742946225&width=1000,7403535139005,Mesh Zip Performance Polo,https://carbon38.com/products/mesh-zip-performance-polo-white-with-red-trim,0,"XS,S,M,L,XL",LTSP-T070-WHTREDLT-XS
CARBON38,"Home,Shop All,Tops,Crew Neck Sweatshirt in French Terry",White,50% Cotton 50% Modal,"//carbon38.com/cdn/shop/files/CARB-YD6140-WHT-25SS-Crew-Sweatshirt-color-White_10368-Edit.jpg?v=1740089990&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-WHT-25SS-Crew-Sweatshirt-color-White_10349-Edit.jpg?v=1740089990&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-WHT-25SS-Crew-Sweatshirt-color-White_10362-Edit.jpg?v=1740089990&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-WHT-25SS-Crew-Sweatshirt-color-White_10380-Edit.jpg?v=1740089973&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-WHT-25SS-Crew-Sweatshirt-color-White_10387-Edit.jpg?v=1740089974&width=1000,//carbon38.com/cdn/shop/files/WHITE-FRENCH-TERRY_0119-Edit.jpg?v=1745358169&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-WHT-25SS-Crew-Sweatshirt-color-White_10704-Edit.jpg?v=1741305980&width=1000",$138.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6140-WHT-25SS-Crew-Sweatshirt-color-White_10368-Edit.jpg?v=1740089990&width=1000,7888952885437,Crew Neck Sweatshirt in French Terry,https://carbon38.com/products/crew-sweatshirt-white,0,"XS,S,M,L,XL",CARB-YD6140-WHT-25SS-XS
CARBON38,"Home,Shop All,Tops,Long Sleeve Ruched Top in Ribbed Jersey",Navy,93% Micro Modal 7% Spandex,"//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_0602-Edit.jpg?v=1737654834&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_0623-Edit.jpg?v=1737654834&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_0593-Edit.jpg?v=1737654834&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_0608-Edit.jpg?v=1737654834&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_0613-Edit.jpg?v=1737654834&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_0589-Edit.jpg?v=1737654834&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_11986-Edit.jpg?v=1737654754&width=1000",$78.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6112-BLUE-24HOL-Long-Sleeve-Ruched-Top-in-Ribbed-Jersey-color-Navy_0602-Edit.jpg?v=1737654834&width=1000,7884412158141,Long Sleeve Ruched Top in Ribbed Jersey,https://carbon38.com/products/long-sleeve-ruched-top-in-ribbed-jersey-navy,0,"XS,S,M,L,XL",CARB-YD6112-BLUE-24HOL-XS
CARBON38,"Home,Shop All,Tops,High Neck Fitted Tank in Ribbed Jersey",Navy,93% MICRO MODAL 7% SPADEX ,"//carbon38.com/cdn/shop/files/CARB-YD369-BLUE-25SM-High-Neck-Fitted-Tank-in-Ribbed-Jersey-color-Navy_23094-Edit.jpg?v=1743022723&width=1000,//carbon38.com/cdn/shop/files/CARB-YD369-BLUE-25SM-High-Neck-Fitted-Tank-in-Ribbed-Jersey-color-Navy_23085-Edit.jpg?v=1743022723&width=1000,//carbon38.com/cdn/shop/files/CARB-YD369-BLUE-25SM-High-Neck-Fitted-Tank-in-Ribbed-Jersey-color-Navy_23109-Edit.jpg?v=1743022723&width=1000,//carbon38.com/cdn/shop/files/CARB-YD369-BLUE-25SM-High-Neck-Fitted-Tank-in-Ribbed-Jersey-color-Navy_23116-Edit.jpg?v=1743022723&width=1000,//carbon38.com/cdn/shop/files/CARB-YD369-BLUE-25SM-High-Neck-Fitted-Tank-in-Ribbed-Jersey-color-Navy_23106-Edit.jpg?v=1743022723&width=1000,//carbon38.com/cdn/shop/files/CARB-YD369-BLUE-25SM-High-Neck-Fitted-Tank-in-Ribbed-Jersey-color-Navy_23023-Edit.jpg?v=1743022723&width=1000",$68.00 USD,//carbon38.com/cdn/shop/files/CARB-YD369-BLUE-25SM-High-Neck-Fitted-Tank-in-Ribbed-Jersey-color-Navy_23094-Edit.jpg?v=1743022723&width=1000,7931631894717,High Neck Fitted Tank in Ribbed Jersey,https://carbon38.com/products/high-neck-fitted-tank-in-ribbed-jersey-navy,0,"XS,S,M,L,XL",CARB-YD369-BLUE-25SM-XS
CARBON38,"Home,Shop All,Tops,Bell Sleeve Off Shoulder Sweater",Navy,51% VISCOSE 21 NYLON 28% PBT ,"//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6581-Edit.jpg?v=1738876315&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6520-Edit.jpg?v=1738876315&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6547-Edit.jpg?v=1738876315&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6551-Edit.jpg?v=1738876315&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6568-Edit.jpg?v=1738876315&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6574-Edit.jpg?v=1738876315&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6598-Edit.jpg?v=1738876315&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6512-Edit.jpg?v=1738876315&width=1000",$158.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6154-BLUE-25SS-Bell-Sleeve-Off-Shoulder-Sweater-color-Navy_6581-Edit.jpg?v=1738876315&width=1000,7863835689149,Bell Sleeve Off Shoulder Sweater,https://carbon38.com/products/bell-sleeve-off-shoulder-sweater-navy,0,"XS,S,M,L,XL",CARB-YD6154-BLUE-25SS-XS
CARBON38,"Home,Shop All,Tops,Open Knit Sweater",Navy,72% Cotton 28% Nylon ,"//carbon38.com/cdn/shop/files/CARB-YD6156-BLUE-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Navy_20064-Edit.jpg?v=1743541541&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-BLUE-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Navy_20083-Edit.jpg?v=1743541541&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-BLUE-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Navy_20079-Edit.jpg?v=1743541541&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-BLUE-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Navy_20090-Edit.jpg?v=1743541541&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-BLUE-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Navy_21700.jpg?v=1743560168&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-BLUE-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Navy_19743-Edit.jpg?v=1743560168&width=1000",$158.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6156-BLUE-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Navy_20064-Edit.jpg?v=1743541541&width=1000,7919035646141,Open Knit Sweater,https://carbon38.com/products/open-knit-off-the-shoulder-sweater-navy,0,"XS,S,M,L,XL",CARB-YD6156-BLUE-25SM-XS
BALMAIN,"Home,Shop All,Tops,T-Shirt",,Materials: 100% SE,"//carbon38.com/cdn/shop/files/BALMAI-BK-M43-250-0-WHTWHI-T-Shirt-color-White_6808-Edit.jpg?v=1743177216&width=1000,//carbon38.com/cdn/shop/files/BALMAI-BK-M43-250-0-WHTWHI-T-Shirt-color-White_6801-Edit.jpg?v=1743177216&width=1000,//carbon38.com/cdn/shop/files/BALMAI-BK-M43-250-0-WHTWHI-T-Shirt-color-White_6818-Edit.jpg?v=1743177216&width=1000,//carbon38.com/cdn/shop/files/BALMAI-BK-M43-250-0-WHTWHI-T-Shirt-color-White_6821-Edit.jpg?v=1743177216&width=1000,//carbon38.com/cdn/shop/files/BALMAI-BK-M43-250-0-WHTWHI-T-Shirt-color-White_6832-Edit.jpg?v=1743177216&width=1000",$520.00 USD,//carbon38.com/cdn/shop/files/BALMAI-BK-M43-250-0-WHTWHI-T-Shirt-color-White_6808-Edit.jpg?v=1743177216&width=1000,7860874444989,T-Shirt,https://carbon38.com/products/t-shirt-white,0,,BALMAI-BK.M43.250.0-WHTWHI-S
CARBON38,"Home,Shop All,Tops,Boxy Crop Tee",White,50% Cotton 50% Modal		,"//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_7715-Edit.jpg?v=1743535455&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_7751-Edit.jpg?v=1743535455&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_7727-Edit.jpg?v=1743535455&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_7737-Edit.jpg?v=1743535455&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_7722-Edit.jpg?v=1743535455&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_7711-Edit.jpg?v=1743535455&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_8567-Edit.jpg?v=1744055818&width=1000",$78.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6174-WHT-25SM-Boxy-Crop-Tee-color-White_7715-Edit.jpg?v=1743535455&width=1000,7945189884093,Boxy Crop Tee,https://carbon38.com/products/boxy-crop-tee-white,0,"XS,S,M,L,XL",CARB-YD6174-WHT-25SM-XS
Carbon38,"Home,Shop All,Tops,I Love LA Ruched Tee",White,About the LAFD Foundation,"//carbon38.com/cdn/shop/files/CARB-CRBLOVELA-WHT-25SM-I-love-LA-Tee-color-WHITE_25546-Edit.jpg?v=1744405190&width=1000,//carbon38.com/cdn/shop/files/CARB-CRBLOVELA-WHT-25SM-I-love-LA-Tee-color-WHITE_25580-Edit.jpg?v=1744405190&width=1000,//carbon38.com/cdn/shop/files/CARB-CRBLOVELA-WHT-25SM-I-love-LA-Tee-color-WHITE_25558-Edit.jpg?v=1744405190&width=1000,//carbon38.com/cdn/shop/files/CARB-CRBLOVELA-WHT-25SM-I-love-LA-Tee-color-WHITE_25570-Edit.jpg?v=1744405190&width=1000,//carbon38.com/cdn/shop/files/CARB-CRBLOVELA-WHT-25SM-I-love-LA-Tee-color-WHITE_25563-Edit.jpg?v=1744405190&width=1000,//carbon38.com/cdn/shop/files/CARB-CRBLOVELA-WHT-25SM-I-love-LA-Tee-color-WHITE_24114-Edit.jpg?v=1744405190&width=1000",$88.00 USD,//carbon38.com/cdn/shop/files/CARB-CRBLOVELA-WHT-25SM-I-love-LA-Tee-color-WHITE_25546-Edit.jpg?v=1744405190&width=1000,7980720554173,I Love LA Ruched Tee,https://carbon38.com/products/i-love-la-tee-white,0,"XS,S,M,L",CARB-CRBLOVELA-WHT-25SM-XS
CARBON38,"Home,Shop All,Tops,Open Knit Sweater",Yellow,72% Cotton 28% Nylon ,"//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_20007-Edit.jpg?v=1743543579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_20039-Edit.jpg?v=1743543579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_20010-Edit.jpg?v=1743543579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_20016-Edit.jpg?v=1743543579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_20030-Edit.jpg?v=1743543579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_20056-Edit.jpg?v=1743543579&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_21711.jpg?v=1743560087&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_19750-Edit.jpg?v=1743560087&width=1000",$158.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6156-YLLW-25SM-Open-Knit-Off-the-Shoulder-Sweater-color-Yellow_20007-Edit.jpg?v=1743543579&width=1000,7919040299197,Open Knit Sweater,https://carbon38.com/products/open-knit-off-the-shoulder-sweater-yellow,0,"XS,S,M,L,XL",CARB-YD6156-YLLW-25SM-XS
NORMA KAMALI,"Home,Shop All,Tops,Oversized Raglan Sleeve Top W/ Mesh",Cappuccino,4-way stretch Terry with Mesh.,"//carbon38.com/cdn/shop/files/NORMA-ST1256TMP08833-BRWNBRWLT-Oversized-Raglan-Sleeve-Top-W-Mesh-color-Cappuccino_24874-Edit.jpg?v=1744395395&width=1000,//carbon38.com/cdn/shop/files/NORMA-ST1256TMP08833-BRWNBRWLT-Oversized-Raglan-Sleeve-Top-W-Mesh-color-Cappuccino_24897-Edit.jpg?v=1744750119&width=1000,//carbon38.com/cdn/shop/files/NORMA-ST1256TMP08833-BRWNBRWLT-Oversized-Raglan-Sleeve-Top-W-Mesh-color-Cappuccino_24911-Edit.jpg?v=1744750119&width=1000,//carbon38.com/cdn/shop/files/NORMA-ST1256TMP08833-BRWNBRWLT-Oversized-Raglan-Sleeve-Top-W-Mesh-color-Cappuccino_24878-Edit.jpg?v=1744750119&width=1000,//carbon38.com/cdn/shop/files/NORMA-ST1256TMP08833-BRWNBRWLT-Oversized-Raglan-Sleeve-Top-W-Mesh-color-Cappuccino_24892-Edit.jpg?v=1744750119&width=1000,//carbon38.com/cdn/shop/files/NORMA-ST1256TMP08833-BRWNBRWLT-Oversized-Raglan-Sleeve-Top-W-Mesh-color-Cappuccino_24865-Edit.jpg?v=1744395395&width=1000",$195.00 USD,//carbon38.com/cdn/shop/files/NORMA-ST1256TMP08833-BRWNBRWLT-Oversized-Raglan-Sleeve-Top-W-Mesh-color-Cappuccino_24874-Edit.jpg?v=1744395395&width=1000,7892505624765,Oversized Raglan Sleeve Top W/ Mesh,https://carbon38.com/products/oversized-raglan-sleeve-top-w-mesh-cappuccino,0,"XS,S,M,L,XL",NORMA-ST1256TMP08833-BRWNBRWLT-XS
CARBON38,"Home,Shop All,Tops,Strappy Tank in Melt",Caribou,81% Nylon 19% Spandex,"//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_39133.jpg?v=1706729372&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_3913311.jpg?v=1718228974&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_39144.jpg?v=1718228984&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_39141.jpg?v=1718228984&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_39156.jpg?v=1718228984&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_39166.jpg?v=1718228984&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_38341.jpg?v=1718228984&width=1000",$108.00 USD,//carbon38.com/cdn/shop/files/CARB-YD338-CARIB-24SS-Strappy-Tank-in-Melt-color-Caribou_39133.jpg?v=1706729372&width=1000,7509928673469,Strappy Tank in Melt,https://carbon38.com/products/strappy-tank-in-melt-caribou,0,"XS,S,M,L,XL",CARB-YD338-CARIB-24SS-XS
